Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage
UP000289184	Achromobacter agilis	1353888	5894	C:99.1%[S:98.0%,D:1.2%],F:0.3%,M:0.6%,n:688	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Achromobacter
UP000289185	Snake deltavirus F18-5	2419666	1		Unknown	Viruses, Ribozyviria, Ribozyviria incertae sedis, Kolmioviridae, Daletvirus, Daletvirus boae
UP000289193	Halarcobacter bivalviorum	663364	2726	C:97.6%[S:95.5%,D:2.1%],F:0.3%,M:2.1%,n:628	Unknown	cellular organisms, Bacteria, Pseudomonadati, Campylobacterota, Epsilonproteobacteria, Campylobacterales, Arcobacteraceae, Halarcobacter
UP000289199	Turtle grass virus X	2292642	5		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Alphaflexiviridae, Potexvirus, Potexvirus ecsthalassiae
UP000289200	Rhodoplanes serenus	200615	4994	C:97.3%[S:96.7%,D:0.6%],F:0.8%,M:1.9%,n:639	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Hyphomicrobiales, Nitrobacteraceae, Rhodoplanes
UP000289220	Brevundimonas mediterranea	74329	3547	C:96.1%[S:95.6%,D:0.5%],F:2.1%,M:1.9%,n:432	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Brevundimonas
UP000289238	Leeuwenhoekiella aequorea	283736	3101	C:99.7%[S:99.5%,D:0.3%],F:0.0%,M:0.3%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Leeuwenhoekiella
UP000289246	Philantomba monticola polyomavirus 1	2170411	8		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Alphapolyomavirus, Alphapolyomavirus philantombae
UP000289257	Candidatus Microsaccharimonas sossegonensis	2506948	810	C:63.7%[S:63.7%,D:0.0%],F:6.5%,M:29.8%,n:124	Unknown	cellular organisms, Bacteria, Bacteria incertae sedis, Bacteria candidate phyla, Candidatus Saccharimonadota, Candidatus Saccharimonadia, Candidatus Saccharimonadales, Candidatus Saccharimonadaceae, Candidatus Microsaccharimonas
UP000289260	Leucobacter triazinivorans	1784719	2978	C:97.6%[S:96.6%,D:0.9%],F:0.0%,M:2.4%,n:537	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Micrococcales, Microbacteriaceae, Leucobacter
UP000289269	Candidatus Chaera renei	2506947	639	C:60.5%[S:60.5%,D:0.0%],F:10.5%,M:29.0%,n:124	Unknown	cellular organisms, Bacteria, Bacteria incertae sedis, Bacteria candidate phyla, Candidatus Saccharimonadota, Candidatus Saccharimonadia, Candidatus Saccharimonadales, Candidatus Saccharimonadaceae, Candidatus Chaera
UP000289296	Sclerotinia minor endornavirus 1	2316144	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Endornaviridae, Betaendornavirus, Betaendornavirus fusclerotiniae, Sclerotinia minor betaendornavirus 1
UP000289304	Betatorquevirus homini35	3052021	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus
UP000289326	Mycoplasmopsis phocirhinis	142650	676	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:150	Unknown	cellular organisms, Bacteria, Bacillati, Mycoplasmatota, Mycoplasmoidales, Metamycoplasmataceae, Mycoplasmopsis
UP000289336	Pythium polare RNA virus 1	2137353	2		Unknown	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Chrymotiviricetes, Ghabrivirales, Betatotivirineae, Ootiviridae, Ootivirus, Ootivirus ichi
UP000289356	RtMc arterivirus	2847274	8		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Arnidovirineae, Arteriviridae, unclassified Arteriviridae, Variarterivirinae, Betaarterivirus, Mibartevirus, Betaarterivirus timiclar
UP000289379	Blackberry virus A	2185086	5		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Betaflexiviridae, Trivirinae, Vitivirus, Vitivirus alpharubi
UP000289380	Sogatella furcifera totivirus 2	2082586	2		Unknown	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Chrymotiviricetes, Ghabrivirales, Betatotivirineae, Inseviridae, Insevirus, Insevirus jyuni
UP000289385	cadicivirus B1	3121209	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Kodimesavirinae, Dicipivirus, Dicipivirus berinro, Cadicivirus B
UP000289389	Avian HDV-like agent	2364132	1		Unknown	Viruses, Ribozyviria, Ribozyviria incertae sedis, Kolmioviridae, Deltavirus, unclassified Deltavirus
UP000289390	Trichoderma asperellum dsRNA virus 1	2305250	2		Unknown	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Chrymotiviricetes, Ghabrivirales, Alphatotivirineae, Fusagraviridae, Fusagravirus, Fusagravirus jyushi
UP000289411	Lichenibacterium ramalinae	2316527	5222	C:98.0%[S:97.2%,D:0.8%],F:0.0%,M:2.0%,n:639	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Hyphomicrobiales, Lichenihabitantaceae, Lichenibacterium
UP000289419	Menghai virus	1919071	6		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Almendravirus, Almendravirus menghai
UP000289437	Granulicella sibirica	2479048	5287	C:99.2%[S:98.7%,D:0.5%],F:0.2%,M:0.7%,n:601	Unknown	cellular organisms, Bacteria, Pseudomonadati, Acidobacteriota, Terriglobia, Terriglobales, Acidobacteriaceae, Granulicella
UP000289439	Chrysanthemum virus R	2116736	6		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Betaflexiviridae, Quinvirinae, Carlavirus, Carlavirus rhochrysanthemi, Carlavirus CVR
UP000289440	Mesomycoplasma neurolyticum	2120	836	C:100.0%[S:99.3%,D:0.7%],F:0.0%,M:0.0%,n:150	Unknown	cellular organisms, Bacteria, Bacillati, Mycoplasmatota, Mycoplasmoidales, Metamycoplasmataceae, Mesomycoplasma
UP000289455	Aquirufa rosea	2509241	2422	C:92.1%[S:91.9%,D:0.1%],F:0.4%,M:7.6%,n:768	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Cytophagia, Cytophagales, Flectobacillaceae, Aquirufa
UP000289461	Tupaia glis polyomavirus 1	2170402	9		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Alphapolyomavirus, Alphapolyomavirus tuglis
UP000289472	Sogatella furcifera totivirus 1	2082585	2		Unknown	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Chrymotiviricetes, Ghabrivirales, Betatotivirineae, Inseviridae, Insevirus, Insevirus jyuichi
UP000289480	Betatorquevirus homini25	3052012	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus
UP000289482	Streptomyces sioyaensis	67364	6430	C:98.9%[S:98.4%,D:0.6%],F:0.2%,M:0.9%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP000289483	Betatorquevirus homini37	3052023	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus
UP000289491	Rice stripe mosaic virus	1931356	7		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Betarhabdovirinae, Betacytorhabdovirus, Betacytorhabdovirus oryzae, Cytorhabdovirus oryzae
UP000289497	Mycoplasmopsis columboralis	171282	753	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:150	Unknown	cellular organisms, Bacteria, Bacillati, Mycoplasmatota, Mycoplasmoidales, Metamycoplasmataceae, Mycoplasmopsis
UP000289514	Culex circovirus-like virus	2304514	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Circovirus, Circovirus mossi
UP000289537	endosymbiont of Rhynchophorus ferrugineus	1972133	196	C:25.7%[S:25.7%,D:0.0%],F:1.4%,M:73.0%,n:366	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Gammaproteobacteria incertae sedis, Candidatus Nardonella, Candidatus Nardonella dryophthoridicola
UP000289546	Bradyrhizobium nanningense	1325118	7234	C:99.7%[S:98.0%,D:1.7%],F:0.3%,M:0.0%,n:639	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Hyphomicrobiales, Nitrobacteraceae, Bradyrhizobium
UP000289548	Coconut foliar decay alphasatellite 3	2161876	2		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Petromoalphasatellitinae, Kobbarisatellite, Kobbarisatellite kokonas
UP000289553	Adonis mosaic virus	1883104	6		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Tolucaviricetes, unclassified Tolucaviricetes, Tolivirales, Tombusviridae, Procedovirinae, Alphacarmovirus, Alphacarmovirus adonis
UP000289554	Betatorquevirus homini33	3052019	1		Unknown	Viruses, Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus
UP000289555	Vreelandella olivaria	390919	7365	C:48.6%[S:48.6%,D:0.0%],F:31.0%,M:20.4%,n:619	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Vreelandella
UP000289556	Odonata-associated circular virus-15	1592115	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geplanaviridae, Impedivirus, Impedivirus libequis
UP000289565	Eimeriavirus ni	3428457	2		Unknown	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Chrymotiviricetes, Ghabrivirales, Alphatotivirineae, Pseudototiviridae, Eimeriavirus
UP000289589	Saothovirus cruti	3432257	3		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Saturnivirales, Kanorauviridae, Saothovirus
UP000289664	Clostridium scindens (strain ATCC 35704 / DSM 5676 / VPI 13733 / 19)	411468	3537	C:100.0%[S:98.8%,D:1.2%],F:0.0%,M:0.0%,n:247	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Clostridia, Lachnospirales, Lachnospiraceae, Lachnoclostridium, Clostridium scindens (strain JCM 10418 / VPI 12708)
UP000289668	Phaseolus vulgaris endornavirus 3	2268393	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Endornaviridae, Alphaendornavirus, Alphaendornavirus miphaseoli, Phaseolus vulgaris alphaendornavirus 3
UP000289672	Upsilontorquevirus procy9	3052795	1		Unknown	Viruses, Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Upsilontorquevirus
UP000289691	Halorientalis pallida	2479928	3984	C:99.8%[S:99.6%,D:0.2%],F:0.0%,M:0.2%,n:904	Unknown	cellular organisms, Archaea, Methanobacteriati, Methanobacteriota, Stenosarchaea group, Halobacteria, Halobacteriales, Haloarculaceae, Halorientalis
UP000289692	Metamycoplasma salivarium (Mycoplasma salivarium)	2124	615	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:150	Unknown	cellular organisms, Bacteria, Bacillati, Mycoplasmatota, Mycoplasmoidales, Metamycoplasmataceae, Metamycoplasma
UP000289703	Ancylomarina salipaludis	2501299	3263	C:98.3%[S:97.0%,D:1.3%],F:0.4%,M:1.3%,n:538	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Bacteroidia, Marinilabiliales, Marinifilaceae, Ancylomarina
UP000289706	Betatorquevirus homini17	3052005	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus
UP000289708	Hansschlegelia zhihuaiae	405005	4190	C:95.3%[S:95.3%,D:0.0%],F:0.5%,M:4.2%,n:639	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Hyphomicrobiales, Methylopilaceae, Hansschlegelia
UP000289718	Halarcobacter mediterraneus	2023153	2747	C:97.6%[S:96.3%,D:1.3%],F:0.6%,M:1.8%,n:628	Outlier (high value)	cellular organisms, Bacteria, Pseudomonadati, Campylobacterota, Epsilonproteobacteria, Campylobacterales, Arcobacteraceae, Halarcobacter
UP000289726	'Catharanthus roseus' aster yellows phytoplasma	1193712	509	C:95.4%[S:95.4%,D:0.0%],F:0.0%,M:4.6%,n:151	Unknown	cellular organisms, Bacteria, Bacillati, Mycoplasmatota, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Candidatus Phytoplasma, 16SrI (Aster yellows group)
UP000289729	Cacao bacilliform Sri Lanka virus	2056878	4		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Caulimoviridae, Badnavirus, Badnavirus theobromae
UP000289734	Flavobacterium piscinae	2506424	2903	C:99.3%[S:99.3%,D:0.0%],F:0.0%,M:0.7%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium
UP000289740	Betatorquevirus homini31	3052018	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus
UP000289758	Halarcobacter ebronensis	1462615	3065	C:98.6%[S:97.1%,D:1.4%],F:0.2%,M:1.3%,n:628	Unknown	cellular organisms, Bacteria, Pseudomonadati, Campylobacterota, Epsilonproteobacteria, Campylobacterales, Arcobacteraceae, Halarcobacter
UP000289770	Cacao swollen shoot Ghana N virus	2056884	4		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Caulimoviridae, Badnavirus, Badnavirus deltainflatheobromae
UP000289772	Tunis virus	1810944	3		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Hareavirales, Nairoviridae, Orthonairovirus, Orthonairovirus tunisense
UP000289775	Flavobacterium beibuense	657326	3447	C:98.1%[S:98.0%,D:0.1%],F:0.8%,M:1.1%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium
UP000289784	Pseudoxanthomonas composti	2137479	3624	C:98.4%[S:98.2%,D:0.2%],F:0.1%,M:1.6%,n:1152	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Lysobacterales, Lysobacteraceae, Pseudoxanthomonas
UP000289788	Thetapolyomavirus trebernacchii	2218588	3		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Thetapolyomavirus
UP000289792	Gelidibacter gilvus	59602	3732	C:99.5%[S:99.0%,D:0.4%],F:0.0%,M:0.5%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Gelidibacter
UP000289818	Ashy storm petrel gyrovirus	2249930	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Gyrovirus, Gyrovirus hydho1
UP000289821	Leeuwenhoekiella aestuarii	2249426	3732	C:99.6%[S:99.6%,D:0.0%],F:0.3%,M:0.1%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Leeuwenhoekiella
UP000289830	Polar bear adenovirus 1	2250215	27		Unknown	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Polisuviricotina, Pharingeaviricetes, Rowavirales, Adenoviridae, Mastadenovirus, Mastadenovirus ursi, Polar bear mastadenovirus A
UP000289841	Haploplasma axanthum (Acholeplasma axanthum)	29552	1645	C:99.3%[S:98.0%,D:1.3%],F:0.0%,M:0.7%,n:151	Unknown	cellular organisms, Bacteria, Bacillati, Mycoplasmatota, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Haploplasma
UP000289856	Cohnella abietis	2507935	6200	C:97.1%[S:97.1%,D:0.0%],F:1.3%,M:1.6%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Paenibacillaceae, Cohnella
UP000289857	Flavobacterium stagni	2506421	2682	C:98.6%[S:98.6%,D:0.0%],F:0.0%,M:1.4%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium
UP000289859	Leeuwenhoekiella polynyae	1550906	4072	C:99.5%[S:99.3%,D:0.1%],F:0.3%,M:0.3%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Leeuwenhoekiella
UP000289862	Mycoplasmopsis gallopavonis	76629	714	C:98.0%[S:96.0%,D:2.0%],F:1.3%,M:0.7%,n:150	Close to standard (high value)	cellular organisms, Bacteria, Bacillati, Mycoplasmatota, Mycoplasmoidales, Metamycoplasmataceae, Mycoplasmopsis
UP000289883	Lumovirus arcechis	3430535	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geplanaviridae, Lumovirus
UP000289885	Odonata-associated circular virus-13	1592113	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Rohanvirales, Adamaviridae, Telperivirus, Telperivirus sithali
UP000289886	Acipenser ruthenus (Sterlet sturgeon) (Huso ruthenus)	7906	22004	C:56.6%[S:38.4%,D:18.2%],F:7.4%,M:36.0%,n:3640	Unknown	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Chondrostei, Acipenseriformes, Acipenseroidei, Acipenseridae, Acipenserinae, Acipenserini, Acipenser
UP000289905	Camellia chlorotic dwarf-associated virus	2122733	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Citlodavirus, Citlodavirus camelliae
UP000289908	Rhinolophus gammaherpesvirus 1	2054179	84		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Orthoherpesviridae, Gammaherpesvirinae, Percavirus, Percavirus rhinolophidgamma1
UP000289920	Betatorquevirus homini21	3052008	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Betatorquevirus
UP000289935	Kajamanuvirus cruti	3430102	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Saturnivirales, Kanorauviridae, Kajamanuvirus
UP000289946	Bradyrhizobium zhanjiangense	1325107	7491	C:99.5%[S:98.6%,D:0.9%],F:0.2%,M:0.3%,n:639	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Hyphomicrobiales, Nitrobacteraceae, Bradyrhizobium
UP000289952	Mycoplasmopsis bovirhinis	29553	720	C:100.0%[S:98.0%,D:2.0%],F:0.0%,M:0.0%,n:150	Unknown	cellular organisms, Bacteria, Bacillati, Mycoplasmatota, Mycoplasmoidales, Metamycoplasmataceae, Mycoplasmopsis
UP000289954	Cellulomonas biazotea	1709	3581	C:93.5%[S:93.3%,D:0.2%],F:0.0%,M:6.5%,n:537	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Micrococcales, Cellulomonadaceae, Cellulomonas
UP000289996	Lactiplantibacillus mudanjiangensis	1296538	3503	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:402	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Lactobacillales, Lactobacillaceae, Lactiplantibacillus
UP000290037	Leeuwenhoekiella palythoae	573501	3325	C:99.7%[S:99.6%,D:0.1%],F:0.1%,M:0.1%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Leeuwenhoekiella
UP000290057	Qipengyuania flava	192812	2713	C:99.4%[S:99.4%,D:0.0%],F:0.2%,M:0.4%,n:1018	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Sphingomonadales, Erythrobacteraceae, Qipengyuania
UP000290078	Upsilontorquevirus procy3	3052792	1		Unknown	Viruses, Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Upsilontorquevirus
UP000290092	Malaciobacter mytili LMG 24559	1032238	2928	C:97.9%[S:95.5%,D:2.4%],F:0.3%,M:1.8%,n:628	Unknown	cellular organisms, Bacteria, Pseudomonadati, Campylobacterota, Epsilonproteobacteria, Campylobacterales, Arcobacteraceae, Malaciobacter, Malaciobacter mytili
UP000290095	Helianthus annuus alphaendornavirus	2184469	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Endornaviridae, Alphaendornavirus, Alphaendornavirus helianthi
UP000290106	Blautia faecicola	2509240	3145	C:100.0%[S:99.6%,D:0.4%],F:0.0%,M:0.0%,n:247	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Clostridia, Lachnospirales, Lachnospiraceae, Blautia
UP000290158	Ninurtavirus cruti	3431119	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Saturnivirales, Kanorauviridae, Ninurtavirus
UP000290176	Torentivirus crutis	3432914	3		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Jormunvirales, Draupnirviridae, Torentivirus
UP000290191	Halarcobacter anaerophilus	877500	2919	C:98.7%[S:96.8%,D:1.9%],F:0.2%,M:1.1%,n:628	Unknown	cellular organisms, Bacteria, Pseudomonadati, Campylobacterota, Epsilonproteobacteria, Campylobacterales, Arcobacteraceae, Halarcobacter
UP000290204	Lacibacter luteus	2508719	4180	C:98.8%[S:98.8%,D:0.0%],F:0.7%,M:0.5%,n:402	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Chitinophagia, Chitinophagales, Chitinophagaceae, Lacibacter
UP000290218	Oleiharenicola lentus	2508720	3818	C:98.3%[S:97.2%,D:1.1%],F:0.4%,M:1.3%,n:471	Unknown	cellular organisms, Bacteria, Pseudomonadati, PVC group, Verrucomicrobiota, Opitutia, Opitutales, Opitutaceae, Oleiharenicola
UP000290225	Rodent Torque teno virus 3	2054610	1		Unknown	Viruses, Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Wawtorquevirus, Wawtorquevirus crice2
