order	domain	upid	taxid	organism	busco_C	cpd	protein_count	n_candidates	gene2acc_url
Eurotiales	Eukaryota	UP001213799	40994	Penicillium hordei	99.6	Unknown	12329	170	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001213799/UP001213799_40994.gene2acc.gz
Eurypygiformes	Eukaryota	UP000570016	54386	Rhynochetos jubatus (kagu)	80.1	Unknown	13676	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000570016/UP000570016_54386.gene2acc.gz
Eustigmatales	Eukaryota	UP000355283	1027361	Nannochloropsis salina CCMP1776	92.0	Unknown	8911	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000355283/UP000355283_1027361.gene2acc.gz
Exobasidiales	Eukaryota	UP000245768	215250	Acaromyces ingoldii	95.8	Unknown	8019	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000245768/UP000245768_215250.gene2acc.gz
Fabales	Eukaryota	UP001177021	57577	Trifolium pratense (Red clover)	99.6	Unknown	52142	35	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001177021/UP001177021_57577.gene2acc.gz
Fagales	Eukaryota	UP000235220	51240	Juglans regia (English walnut)	99.4	Unknown	38419	11	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000235220/UP000235220_51240.gene2acc.gz
Falconiformes	Eukaryota	UP000694562	100819	Falco tinnunculus (Common kestrel)	95.4	Unknown	25297	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694562/UP000694562_100819.gene2acc.gz
Filobasidiales	Eukaryota	UP000620104	104408	Naganishia liquefaciens	68.3	Unknown	6879	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000620104/UP000620104_104408.gene2acc.gz
Funariales	Eukaryota	UP000006727	3218	Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens)	88.7	Unknown	47782	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006727/UP000006727_3218.gene2acc.gz
Gadiformes	Eukaryota	UP001730802	69944	Lota lota (Burbot) (Gadus lota)	95.5	Unknown	23785	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001730802/UP001730802_69944.gene2acc.gz
Galdieriales	Eukaryota	UP001061958	83374	Galdieria partita	82.4	Unknown	7492	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001061958/UP001061958_83374.gene2acc.gz
Galliformes	Eukaryota	UP000000539	9031	Gallus gallus (Chicken)	98.3	Unknown	43712	11	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000539/UP000000539_9031.gene2acc.gz
Gaviiformes	Eukaryota	UP000054313	37040	Gavia stellata (Red-throated diver) (Colymbus stellatus)	69.3	Unknown	7730	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054313/UP000054313_37040.gene2acc.gz
Geastrales	Eukaryota	UP000054279	990650	Sphaerobolus stellatus (strain SS14)	44.3	Unknown	24609	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054279/UP000054279_990650.gene2acc.gz
Gentianales	Eukaryota	UP001652660	13443	Coffea arabica (Arabian coffee)	99.0	Unknown	65866	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001652660/UP001652660_13443.gene2acc.gz
Geoglossales	Eukaryota	UP000698800	1670608	Glutinoglossum americanum	88.9	Unknown	7645	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000698800/UP000698800_1670608.gene2acc.gz
Geophilomorpha	Eukaryota	UP000014500	126957	Strigamia maritima (European centipede) (Geophilus maritimus)	92.4	Unknown	14972	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000014500/UP000014500_126957.gene2acc.gz
Georgefischeriales	Eukaryota	UP000027361	1037660	Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951)	95.7	Unknown	6806	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000027361/UP000027361_1037660.gene2acc.gz
Gigartinales	Eukaryota	UP000012073	2769	Chondrus crispus (Carrageen Irish moss) (Polymorpha crispa)	63.9	Unknown	9598	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000012073/UP000012073_2769.gene2acc.gz
Gloeophyllales	Eukaryota	UP000076761	1314782	Neolentinus lepideus HHB14362 ss-1	99.3	Unknown	13108	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000076761/UP000076761_1314782.gene2acc.gz
Glomerales	Eukaryota	UP000018888	747089	Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194) (Arbuscular mycorrhizal fungus) (Glomus intraradices)	96.4	Unknown	25981	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000018888/UP000018888_747089.gene2acc.gz
Glomerellales	Eukaryota	UP001241169	1914294	Colletotrichum paranaense	99.6	Unknown	16774	54	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001241169/UP001241169_1914294.gene2acc.gz
Gloniales	Eukaryota	UP000250140	574774	Glonium stellatum	94.1	Unknown	14277	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000250140/UP000250140_574774.gene2acc.gz
Gobiiformes	Eukaryota	UP001497482	637954	Knipowitschia caucasica (Caucasian dwarf goby) (Pomatoschistus caucasicus)	92.8	Unknown	48583	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001497482/UP001497482_637954.gene2acc.gz
Gonorynchiformes	Eukaryota	UP000504632	29144	Chanos chanos (Milkfish) (Mugil chanos)	98.6	Unknown	28969	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504632/UP000504632_29144.gene2acc.gz
Gracilariales	Eukaryota	UP000247409	448386	Gracilariopsis chorda	80.8	Unknown	10593	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000247409/UP000247409_448386.gene2acc.gz
Gruiformes	Eukaryota	UP001623348	30415	Grus japonensis (Japanese crane) (Red-crowned crane)	87.2	Unknown	34534	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001623348/UP001623348_30415.gene2acc.gz
Gymnophiona	Eukaryota	UP000515156	1415580	Microcaecilia unicolor	96.9	Unknown	30223	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515156/UP000515156_1415580.gene2acc.gz
Gymnotiformes	Eukaryota	UP000314983	8005	Electrophorus electricus (Electric eel) (Gymnotus electricus)	93.7	Unknown	52901	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000314983/UP000314983_8005.gene2acc.gz
Haemosporida	Eukaryota	UP000071118	31271	Plasmodium chabaudi chabaudi	99.2	Unknown	5197	22	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000071118/UP000071118_31271.gene2acc.gz
Haplosclerida	Eukaryota	UP000007879	400682	Amphimedon queenslandica (Sponge)	90.8	Unknown	22831	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007879/UP000007879_400682.gene2acc.gz
Haplosporida	Eukaryota	UP001439008	126728	Bonamia ostreae	26.3	Unknown	5695	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001439008/UP001439008_126728.gene2acc.gz
Harpacticoida	Eukaryota	UP000318571	6832	Tigriopus californicus (Marine copepod)	91.8	Unknown	15551	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000318571/UP000318571_6832.gene2acc.gz
Harpellales	Eukaryota	UP000245699	61424	Furculomyces boomerangus	70.7	Unknown	6645	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000245699/UP000245699_61424.gene2acc.gz
Helotiales	Eukaryota	UP000001798	332648	Botrytis cinerea (strain B05.10) (Noble rot fungus) (Botryotinia fuckeliana)	99.8	Unknown	12998	54	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001798/UP000001798_332648.gene2acc.gz
Hemiptera	Eukaryota	UP000494040	79782	Cimex lectularius (Bed bug) (Acanthia lectularia)	99.5	Unknown	20637	23	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000494040/UP000494040_79782.gene2acc.gz
Heterotrichida	Eukaryota	UP001162131	1481888	Blepharisma stoltei	94.7	Unknown	26456	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001162131/UP001162131_1481888.gene2acc.gz
Holocentriformes	Eukaryota	UP000472263	586833	Myripristis murdjan (pinecone soldierfish)	95.5	Unknown	55953	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000472263/UP000472263_586833.gene2acc.gz
Hymenochaetales	Eukaryota	UP000294933	50990	Rickenella mellea	98.9	Unknown	17053	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000294933/UP000294933_50990.gene2acc.gz
Hymenoptera	Eukaryota	UP001642520	135666	Xylocopa violacea (Violet carpenter bee) (Apis violacea)	99.5	Unknown	19738	65	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001642520/UP001642520_135666.gene2acc.gz
Hymenostomatida	Eukaryota	UP000009168	312017	Tetrahymena thermophila (strain SB210)	98.8	Unknown	26975	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000009168/UP000009168_312017.gene2acc.gz
Hypocreales	Eukaryota	UP000183971	1227346	Fusarium proliferatum (strain ET1) (Orchid endophyte fungus)	99.9	Unknown	16122	159	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000183971/UP000183971_1227346.gene2acc.gz
Ichthyophonida	Eukaryota	UP000054560	667725	Sphaeroforma arctica JP610	63.1	Unknown	18649	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054560/UP000054560_667725.gene2acc.gz
Isochrysidales	Eukaryota	UP000013827	280463	Emiliania huxleyi (strain CCMP1516)	56.1	Unknown	35617	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000013827/UP000013827_280463.gene2acc.gz
Isopoda	Eukaryota	UP000326759	96803	Armadillidium nasatum	74.9	Unknown	14427	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000326759/UP000326759_96803.gene2acc.gz
Ixodida	Eukaryota	UP001321473	6943	Amblyomma americanum (Lone star tick)	81.5	Unknown	33540	10	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001321473/UP001321473_6943.gene2acc.gz
Jaapiales	Eukaryota	UP000027265	933084	Jaapia argillacea MUCL 33604	99.5	Unknown	16341	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000027265/UP000027265_933084.gene2acc.gz
Jakobida	Eukaryota	UP000799049	505711	Andalucia godoyi (Flagellate)	10.6	Unknown	1023	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000799049/UP000799049_505711.gene2acc.gz
Kickxellales	Eukaryota	UP001151295	1424467	Coemansia umbellata	90.9	Unknown	6548	23	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001151295/UP001151295_1424467.gene2acc.gz
Klebsormidiales	Eukaryota	UP000054558	105231	Klebsormidium nitens (Green alga) (Ulothrix nitens)	96.9	Unknown	16251	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054558/UP000054558_105231.gene2acc.gz
Kurtiformes	Eukaryota	UP000472271	375764	Sphaeramia orbicularis (orbiculate cardinalfish)	94.4	Unknown	57747	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000472271/UP000472271_375764.gene2acc.gz
Labriformes	Eukaryota	UP001178508	13765	Xyrichtys novacula (Pearly razorfish) (Hemipteronotus novacula)	98.7	Unknown	39134	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001178508/UP001178508_13765.gene2acc.gz
Lagomorpha	Eukaryota	UP000001811	9986	Oryctolagus cuniculus (Rabbit)	84.8	Unknown	41467	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001811/UP000001811_9986.gene2acc.gz
Lamiales	Eukaryota	UP000504604	4182	Sesamum indicum (Oriental sesame) (Sesamum orientale)	98.5	Standard	29714	22	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504604/UP000504604_4182.gene2acc.gz
Laurales	Eukaryota	UP001234297	3435	Persea americana (Avocado)	92.8	Unknown	36165	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001234297/UP001234297_3435.gene2acc.gz
Lecanorales	Eukaryota	UP001166286	184061	Cladonia borealis	97.0	Unknown	10739	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001166286/UP001166286_184061.gene2acc.gz
Lepidoptera	Eukaryota	UP000829999	7108	Spodoptera frugiperda (Fall armyworm)	99.7	Unknown	24899	40	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000829999/UP000829999_7108.gene2acc.gz
Leptosomiformes	Eukaryota	UP000053001	188344	Leptosomus discolor (Madagascar cuckoo roller) (Cuculus discolor)	74.2	Unknown	9574	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053001/UP000053001_188344.gene2acc.gz
Leptothecata	Eukaryota	UP000594262	252671	Clytia hemisphaerica	81.1	Unknown	24557	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000594262/UP000594262_252671.gene2acc.gz
Leucosporidiales	Eukaryota	UP000193467	106004	Leucosporidium creatinivorum	93.9	Unknown	9828	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000193467/UP000193467_106004.gene2acc.gz
Lineolatales	Eukaryota	UP000799766	578093	Lineolata rhizophorae	89.5	Unknown	10220	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000799766/UP000799766_578093.gene2acc.gz
Lingulida	Eukaryota	UP000085678	7574	Lingula anatina (Brachiopod) (Lingula unguis)	98.6	Unknown	34415	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000085678/UP000085678_7574.gene2acc.gz
Lipomycetales	Eukaryota	UP001477159	1546026	Lipomyces chichibuensis	94.3	Unknown	6544	10	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001477159/UP001477159_1546026.gene2acc.gz
Littorinimorpha	Eukaryota	UP001374579	31220	Littorina saxatilis	82.2	Unknown	28814	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001374579/UP001374579_31220.gene2acc.gz
Lobata	Eukaryota	UP001729289	27923	Mnemiopsis leidyi (Sea walnut) (Warty comb jellyfish)	80.9	Unknown	25028	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001729289/UP001729289_27923.gene2acc.gz
Lobulomycetales	Eukaryota	UP001211065	447962	Clydaea vesicula	73.4	Unknown	8639	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001211065/UP001211065_447962.gene2acc.gz
Longamoebia	Eukaryota	UP000011083	1257118	Acanthamoeba castellanii (strain ATCC 30010 / Neff)	77.6	Unknown	14939	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000011083/UP000011083_1257118.gene2acc.gz
Lulworthiales	Eukaryota	UP001201980	339359	Zalerion maritima	93.2	Unknown	10668	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001201980/UP001201980_339359.gene2acc.gz
Lycopodiales	Eukaryota	UP001162992	34168	Diphasiastrum complanatum (Issler's clubmoss) (Lycopodium complanatum)	88.2	Unknown	58468	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001162992/UP001162992_34168.gene2acc.gz
Lyssacinosida	Eukaryota	UP001165289	111878	Oopsacas minuta	75.6	Unknown	16257	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001165289/UP001165289_111878.gene2acc.gz
Magnaporthales	Eukaryota	UP001059893	148305	Pyricularia grisea (Crabgrass-specific blast fungus) (Magnaporthe grisea)	98.8	Unknown	12207	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001059893/UP001059893_148305.gene2acc.gz
Malacalcyonacea	Eukaryota	UP001152795	317549	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	80.2	Unknown	69559	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001152795/UP001152795_317549.gene2acc.gz
Malasseziales	Eukaryota	UP000186303	1230383	Malassezia sympodialis (strain ATCC 42132) (Atopic eczema-associated yeast)	92.3	Unknown	4501	16	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000186303/UP000186303_1230383.gene2acc.gz
Malpighiales	Eukaryota	UP000091857	3983	Manihot esculenta (Cassava) (Jatropha manihot)	99.5	Unknown	54841	23	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000091857/UP000091857_3983.gene2acc.gz
