family	domain	upid	taxid	organism	busco_C	cpd	protein_count	n_candidates	gene2acc_url
Botryobasidiaceae	Eukaryota	UP000027195	930990	Botryobasidium botryosum (strain FD-172 SS1)	97.6	Unknown	16484	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000027195/UP000027195_930990.gene2acc.gz
Botryosphaeriaceae	Eukaryota	UP000183809	236234	Diplodia corticola	99.1	Unknown	10836	10	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000183809/UP000183809_236234.gene2acc.gz
Bovichtidae	Eukaryota	UP000504630	56716	Cottoperca gobio (Frogmouth) (Aphritis gobio)	95.6	Unknown	32803	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504630/UP000504630_56716.gene2acc.gz
Bovidae	Eukaryota	UP001652663	9915	Bos indicus (Zebu)	99.5	Close to standard (high value)	46689	10	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001652663/UP001652663_9915.gene2acc.gz
Brachionidae	Eukaryota	UP000663879	104777	Brachionus calyciflorus	90.4	Unknown	24300	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000663879/UP000663879_104777.gene2acc.gz
Brachybasidiaceae	Eukaryota	UP000245771	1280837	Meira miltonrushii	94.3	Unknown	7452	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000245771/UP000245771_1280837.gene2acc.gz
Brachypteraciidae	Eukaryota	UP000520535	135165	Brachypteracias leptosomus (short-legged ground-roller)	71.2	Unknown	13408	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000520535/UP000520535_135165.gene2acc.gz
Braconidae	Eukaryota	UP000694866	64838	Fopius arisanus	97.1	Unknown	15684	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694866/UP000694866_64838.gene2acc.gz
Branchiostomatidae	Eukaryota	UP000515135	7741	Branchiostoma belcheri (Amphioxus)	98.6	Unknown	31616	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515135/UP000515135_7741.gene2acc.gz
Brassicaceae	Eukaryota	UP000006548	3702	Arabidopsis thaliana (Mouse-ear cress)	100.0	Standard	39273	24	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006548/UP000006548_3702.gene2acc.gz
Bromeliaceae	Eukaryota	UP000515123	4615	Ananas comosus (Pineapple) (Ananas ananas)	94.0	Unknown	29712	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515123/UP000515123_4615.gene2acc.gz
Bucconidae	Eukaryota	UP000534107	135168	Bucco capensis (collared puffbird)	77.6	Unknown	14383	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000534107/UP000534107_135168.gene2acc.gz
Bucerotidae	Eukaryota	UP000054064	175836	Buceros rhinoceros silvestris	72.8	Unknown	10603	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054064/UP000054064_175836.gene2acc.gz
Bucorvidae	Eukaryota	UP000551127	153643	Bucorvus abyssinicus (Northern ground-hornbill) (Abyssinian ground-hornbill)	81.1	Unknown	14386	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000551127/UP000551127_153643.gene2acc.gz
Bufonidae	Eukaryota	UP001642463	30338	Bufotes viridis (European green toad) (Pseudepidalea viridis)	88.1	Unknown	65624	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001642463/UP001642463_30338.gene2acc.gz
Bugulidae	Eukaryota	UP000593567	10212	Bugula neritina (Brown bryozoan) (Sertularia neritina)	76.2	Unknown	25017	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000593567/UP000593567_10212.gene2acc.gz
Bulleribasidiaceae	Eukaryota	UP001164286	4972	Dioszegia hungarica	93.6	Unknown	8217	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001164286/UP001164286_4972.gene2acc.gz
Buprestidae	Eukaryota	UP000192223	224129	Agrilus planipennis (Emerald ash borer) (Agrilus marcopoli)	96.5	Unknown	18772	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000192223/UP000192223_224129.gene2acc.gz
Burhinidae	Eukaryota	UP000574691	240201	Burhinus bistriatus	76.8	Unknown	13960	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000574691/UP000574691_240201.gene2acc.gz
Cacatuidae	Eukaryota	UP000562415	141839	Probosciger aterrimus (Palm cockatoo)	74.4	Unknown	13967	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000562415/UP000562415_141839.gene2acc.gz
Cactaceae	Eukaryota	UP001153076	171969	Carnegiea gigantea	76.2	Unknown	33880	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001153076/UP001153076_171969.gene2acc.gz
Cafeteriaceae	Eukaryota	UP000323011	33653	Cafeteria roenbergensis (Marine flagellate)	89.0	Unknown	8530	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000323011/UP000323011_33653.gene2acc.gz
Caligidae	Eukaryota	UP000675881	72036	Lepeophtheirus salmonis (Salmon louse) (Caligus salmonis)	71.0	Unknown	17041	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000675881/UP000675881_72036.gene2acc.gz
Callaeidae	Eukaryota	UP000576729	1347786	Callaeas wilsoni (North Island kokako)	74.0	Unknown	14554	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000576729/UP000576729_1347786.gene2acc.gz
Calliphoridae	Eukaryota	UP000037069	7375	Lucilia cuprina (Green bottle fly) (Australian sheep blowfly)	89.3	Unknown	14353	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000037069/UP000037069_7375.gene2acc.gz
Callorhinchidae	Eukaryota	UP000314986	7868	Callorhinchus milii (Ghost shark)	90.1	Close to standard (high value)	49246	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000314986/UP000314986_7868.gene2acc.gz
Camelidae	Eukaryota	UP001732780	9837	Camelus bactrianus (Bactrian camel)	99.5	Unknown	45469	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001732780/UP001732780_9837.gene2acc.gz
Campanellaceae	Eukaryota	UP001498398	2682957	Stygiomarasmius scandens	92.2	Unknown	20037	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001498398/UP001498398_2682957.gene2acc.gz
Campephagidae	Eukaryota	UP000526889	2585810	Edolisoma coerulescens	73.6	Unknown	13645	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000526889/UP000526889_2585810.gene2acc.gz
Canidae	Eukaryota	UP001652641	9627	Vulpes vulpes (Red fox)	97.8	Unknown	49968	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001652641/UP001652641_9627.gene2acc.gz
Cannabaceae	Eukaryota	UP000237105	3476	Parasponia andersonii (Sponia andersonii)	92.6	Unknown	37260	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000237105/UP000237105_3476.gene2acc.gz
Cannaceae	Eukaryota	UP001327560	4628	Canna indica (Indian-shot)	89.2	Close to standard (low value)	29410	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001327560/UP001327560_4628.gene2acc.gz
Capitellidae	Eukaryota	UP000014760	283909	Capitella teleta (Polychaete worm)	95.0	Unknown	31857	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000014760/UP000014760_283909.gene2acc.gz
Capnodiaceae	Eukaryota	UP000799441	1314669	Polychaeton citri CBS 116435	91.1	Unknown	10579	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000799441/UP000799441_1314669.gene2acc.gz
Caprimulgidae	Eukaryota	UP000568556	118183	Chordeiles acutipennis (Lesser nighthawk) (Caprimulgus acutipennis)	79.0	Unknown	14023	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000568556/UP000568556_118183.gene2acc.gz
Carangidae	Eukaryota	UP000261420	41447	Seriola dumerili (Greater amberjack) (Caranx dumerili)	97.4	Unknown	32409	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000261420/UP000261420_41447.gene2acc.gz
Cardinalidae	Eukaryota	UP000583740	98964	Cardinalis cardinalis (Northern cardinal)	73.3	Unknown	13821	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000583740/UP000583740_98964.gene2acc.gz
Cariamidae	Eukaryota	UP000541181	1352770	Chunga burmeisteri (Black-legged seriema)	80.4	Unknown	14396	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000541181/UP000541181_1352770.gene2acc.gz
Caryophyllaceae	Eukaryota	UP001443914	3572	Saponaria officinalis (Common soapwort) (Lychnis saponaria)	96.3	Unknown	43544	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001443914/UP001443914_3572.gene2acc.gz
Caryophylliidae	Eukaryota	UP001163046	174260	Desmophyllum pertusum	71.6	Unknown	37379	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001163046/UP001163046_174260.gene2acc.gz
Castoridae	Eukaryota	UP001732720	51338	Castor canadensis (American beaver)	99.5	Unknown	48533	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001732720/UP001732720_51338.gene2acc.gz
Casuariidae	Eukaryota	UP000524187	8787	Casuarius casuarius (Southern cassowary) (Struthio casuarius)	79.7	Unknown	13719	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000524187/UP000524187_8787.gene2acc.gz
Catenariaceae	Eukaryota	UP000193411	765915	Catenaria anguillulae PL171	74.1	Unknown	12599	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000193411/UP000193411_765915.gene2acc.gz
Cathartidae	Eukaryota	UP000053745	43455	Cathartes aura (Turkey vulture) (Vultur aura)	58.2	Unknown	7760	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053745/UP000053745_43455.gene2acc.gz
Caulochytriaceae	Eukaryota	UP000274922	1555241	Caulochytrium protostelioides	67.7	Unknown	6161	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000274922/UP000274922_1555241.gene2acc.gz
Cavenderiaceae	Eukaryota	UP000007797	261658	Cavenderia fasciculata (Slime mold) (Dictyostelium fasciculatum)	90.6	Unknown	12152	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007797/UP000007797_261658.gene2acc.gz
Caviidae	Eukaryota	UP000005447	10141	Cavia porcellus (Guinea pig)	92.6	Unknown	25047	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000005447/UP000005447_10141.gene2acc.gz
Cavosteliaceae	Eukaryota	UP000241769	1890364	Planoprotostelium fungivorum	94.5	Unknown	16856	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000241769/UP000241769_1890364.gene2acc.gz
Cebidae	Eukaryota	UP000504640	9515	Sapajus apella (Brown-capped capuchin) (Cebus apella)	98.2	Unknown	49214	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504640/UP000504640_9515.gene2acc.gz
Celastraceae	Eukaryota	UP000593562	458696	Tripterygium wilfordii (Thunder God vine)	91.2	Unknown	27709	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000593562/UP000593562_458696.gene2acc.gz
Centropidae	Eukaryota	UP000517892	1118519	Centropus unirufus	79.8	Unknown	13993	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000517892/UP000517892_1118519.gene2acc.gz
Centropomidae	Eukaryota	UP000314980	8187	Lates calcarifer (Barramundi) (Holocentrus calcarifer)	93.4	Unknown	57546	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000314980/UP000314980_8187.gene2acc.gz
Cephalobidae	Eukaryota	UP000887540	290746	Acrobeloides nanus	78.8	Unknown	35203	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000887540/UP000887540_290746.gene2acc.gz
Cephalotaceae	Eukaryota	UP000187406	3775	Cephalotus follicularis (Albany pitcher plant)	96.0	Close to standard (high value)	36460	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000187406/UP000187406_3775.gene2acc.gz
Cephalothecaceae	Eukaryota	UP001244011	1093897	Phialemonium atrogriseum	96.9	Unknown	11399	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001244011/UP001244011_1093897.gene2acc.gz
Cephidae	Eukaryota	UP000694920	211228	Cephus cinctus (Wheat stem sawfly)	99.1	Unknown	23690	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694920/UP000694920_211228.gene2acc.gz
Ceraceosoraceae	Eukaryota	UP000245783	1522189	Ceraceosorus guamensis	93.8	Unknown	7822	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000245783/UP000245783_1522189.gene2acc.gz
Cerambycidae	Eukaryota	UP001159042	1586481	Exocentrus adspersus	86.2	Unknown	16827	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001159042/UP001159042_1586481.gene2acc.gz
Ceratobasidiaceae	Eukaryota	UP000059188	1108050	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani)	88.7	Unknown	12613	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000059188/UP000059188_1108050.gene2acc.gz
Ceratocystidaceae	Eukaryota	UP000222788	1035309	Ceratocystis fimbriata CBS 114723	93.7	Unknown	7264	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000222788/UP000222788_1035309.gene2acc.gz
Cercopithecidae	Eukaryota	UP000006718	9544	Macaca mulatta (Rhesus macaque)	97.6	Unknown	44389	15	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006718/UP000006718_9544.gene2acc.gz
Cerrenaceae	Eukaryota	UP001497453	3059160	Somion occarium	98.6	Unknown	23670	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001497453/UP001497453_3059160.gene2acc.gz
Certhiidae	Eukaryota	UP000536092	73330	Certhia brachydactyla (short-toed tree-creeper)	75.8	Unknown	13859	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000536092/UP000536092_73330.gene2acc.gz
Cervidae	Eukaryota	UP001652640	9874	Odocoileus virginianus (White-tailed deer)	97.9	Unknown	43449	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001652640/UP001652640_9874.gene2acc.gz
Cerylidae	Eukaryota	UP000579406	176938	Chloroceryle aenea (American pygmy kingfisher)	73.8	Unknown	12192	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000579406/UP000579406_176938.gene2acc.gz
Chaetocerotaceae	Eukaryota	UP001054902	426638	Chaetoceros tenuissimus	95.0	Unknown	18458	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001054902/UP001054902_426638.gene2acc.gz
Chaetomiaceae	Eukaryota	UP001302812	2074819	Canariomyces notabilis	97.9	Unknown	10945	20	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001302812/UP001302812_2074819.gene2acc.gz
Chanidae	Eukaryota	UP000504632	29144	Chanos chanos (Milkfish) (Mugil chanos)	98.6	Unknown	28969	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504632/UP000504632_29144.gene2acc.gz
Channichthyidae	Eukaryota	UP001331515	52237	Champsocephalus gunnari (Mackerel icefish)	92.3	Unknown	30382	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001331515/UP001331515_52237.gene2acc.gz
Channidae	Eukaryota	UP001187415	64152	Channa striata (Snakehead murrel) (Ophicephalus striatus)	94.6	Unknown	26451	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001187415/UP001187415_64152.gene2acc.gz
Characeae	Eukaryota	UP000265515	69332	Chara braunii (Braun's stonewort)	72.2	Unknown	35576	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000265515/UP000265515_69332.gene2acc.gz
Charadriidae	Eukaryota	UP000053858	50402	Charadrius vociferus (Killdeer) (Aegialitis vocifera)	82.1	Unknown	14257	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053858/UP000053858_50402.gene2acc.gz
Cheirogaleidae	Eukaryota	UP000694394	30608	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	92.7	Unknown	36769	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694394/UP000694394_30608.gene2acc.gz
Cheloniidae	Eukaryota	UP001732271	8467	Caretta caretta (Loggerhead sea turtle)	98.0	Unknown	25785	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001732271/UP001732271_8467.gene2acc.gz
Chelydridae	Eukaryota	UP000694403	8475	Chelydra serpentina (Snapping turtle) (Testudo serpentina)	92.1	Unknown	28613	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694403/UP000694403_8475.gene2acc.gz
